,source_singular,country,country_total,country_pct,source_singular,sub_event_type,sub_event_type_total,sub_event_type_pct
510,Dernieres Nouvelles d'Alsace,France_majority,21,1.0,Dernieres Nouvelles d'Alsace,Peaceful_protest_majority,17,0.8095238095238095
511,Var-Matin,France_majority,43,1.0,Var-Matin,Peaceful_protest_majority,43,1.0
512,London Free Press,Canada_majority,24,1.0,London Free Press,Peaceful_protest_majority,19,0.7916666666666666
513,Los Tiempos (Bolivia),Bolivia_majority,140,1.0,Los Tiempos (Bolivia),Peaceful_protest_majority,127,0.9071428571428571
514,KRQE,United_States_majority,52,1.0,KRQE,Peaceful_protest_majority,49,0.9423076923076923
515,Kech24,Morocco_majority,28,0.9655172413793104,Kech24,Peaceful_protest_majority,26,0.896551724137931
516,Shimbun Akahata,Japan_majority,69,1.0,Shimbun Akahata,Peaceful_protest_majority,66,0.9565217391304348
517,Kyongbuk Ilbo,South_Korea_majority,21,1.0,Kyongbuk Ilbo,Peaceful_protest_majority,21,1.0
518,Lankadeepa,Sri_Lanka_majority,92,1.0,Lankadeepa,Peaceful_protest_majority,90,0.9782608695652174
519,Las Vegas Review-Journal,United_States_majority,34,1.0,Las Vegas Review-Journal,Peaceful_protest_majority,32,0.9411764705882353
520,CBS17,United_States_majority,11,1.0,CBS17,Peaceful_protest_majority,11,1.0
521,Marin Independent Journal,United_States_majority,13,1.0,Marin Independent Journal,Peaceful_protest_majority,11,0.8461538461538461
522,San Diego Union-Tribune,United_States_majority,27,1.0,San Diego Union-Tribune,Peaceful_protest_majority,26,0.9629629629629629
523,Tahiti Infos,French_Polynesia_majority,15,0.7894736842105263,Tahiti Infos,Peaceful_protest_majority,16,0.8421052631578947
524,CBS13 (Sacramento),United_States_majority,16,1.0,CBS13 (Sacramento),Peaceful_protest_majority,16,1.0
525,KGET17,United_States_majority,13,1.0,KGET17,Peaceful_protest_majority,13,1.0
526,Chico Enterprise-Record,United_States_majority,12,1.0,Chico Enterprise-Record,Peaceful_protest_majority,12,1.0
527,Santa Fe New Mexican,United_States_majority,15,1.0,Santa Fe New Mexican,Peaceful_protest_majority,15,1.0
528,Nextquotidiano,Italy_majority,31,1.0,Nextquotidiano,Peaceful_protest_majority,27,0.8709677419354839
529,Today,Italy_majority,74,1.0,Today,Peaceful_protest_majority,50,0.6756756756756757
530,Index.hr,Croatia_majority,44,1.0,Index.hr,Peaceful_protest_majority,43,0.9772727272727273
531,Postimees,Estonia_majority,13,0.9285714285714286,Postimees,Peaceful_protest_majority,12,0.8571428571428571
532,Znak,Russia_majority,10,1.0,Znak,Peaceful_protest_majority,6,0.6
533,Regina Leader-Post,Canada_majority,25,1.0,Regina Leader-Post,Peaceful_protest_majority,21,0.84
534,Mercury News,United_States_majority,21,1.0,Mercury News,Peaceful_protest_majority,16,0.7619047619047619
535,Record Searchlight,United_States_majority,10,1.0,Record Searchlight,Peaceful_protest_majority,10,1.0
536,ODT (New Zealand),New_Zealand_majority,12,1.0,ODT (New Zealand),Peaceful_protest_majority,11,0.9166666666666666
537,Shz,Germany_majority,34,0.9714285714285714,Shz,Peaceful_protest_majority,31,0.8857142857142857
538,Oberosterreichische Nachrichten,Austria_majority,33,1.0,Oberosterreichische Nachrichten,Peaceful_protest_majority,25,0.7575757575757576
539,Hespress,Morocco_majority,155,1.0,Hespress,Peaceful_protest_majority,133,0.8580645161290322
540,National Post,Canada_majority,18,1.0,National Post,Peaceful_protest_majority,11,0.6111111111111112
541,Orange County Register,United_States_majority,30,1.0,Orange County Register,Peaceful_protest_majority,26,0.8666666666666667
542,Dallas Morning News,United_States_majority,10,1.0,Dallas Morning News,Peaceful_protest_majority,8,0.8
543,Fox4 (Dallas),United_States_majority,13,1.0,Fox4 (Dallas),Peaceful_protest_majority,12,0.9230769230769231
544,Edmonton Sun,Canada_majority,10,1.0,Edmonton Sun,Peaceful_protest_majority,7,0.7
545,WGN Channel 9,United_States_majority,23,1.0,WGN Channel 9,Peaceful_protest_majority,20,0.8695652173913043
546,Le Courrier Picard,France_majority,27,1.0,Le Courrier Picard,Peaceful_protest_majority,25,0.9259259259259259
547,Reggionline,Italy_majority,76,1.0,Reggionline,Peaceful_protest_majority,74,0.9736842105263158
548,Prima Milano Ovest,Italy_majority,34,1.0,Prima Milano Ovest,Peaceful_protest_majority,33,0.9705882352941176
549,Goud,Morocco_majority,10,0.9090909090909091,Goud,Peaceful_protest_majority,11,1.0
550,WCVB Channel 5,United_States_majority,18,1.0,WCVB Channel 5,Peaceful_protest_majority,18,1.0
551,WHDH Channel 7,United_States_majority,19,1.0,WHDH Channel 7,Peaceful_protest_majority,19,1.0
552,NBC10 Boston,United_States_majority,13,1.0,NBC10 Boston,Peaceful_protest_majority,12,0.9230769230769231
553,Prima Monza,Italy_majority,30,1.0,Prima Monza,Peaceful_protest_majority,30,1.0
554,Dnes.bg,Bulgaria_majority,55,1.0,Dnes.bg,Peaceful_protest_majority,53,0.9636363636363636
555,Corriere Di Taranto,Italy_majority,13,1.0,Corriere Di Taranto,Peaceful_protest_majority,13,1.0
556,Global Project,Italy_majority,79,1.0,Global Project,Peaceful_protest_majority,77,0.9746835443037974
557,ABC7 (Los Angeles),United_States_majority,26,1.0,ABC7 (Los Angeles),Peaceful_protest_majority,24,0.9230769230769231
558,Fox40 (Sacramento),United_States_majority,28,1.0,Fox40 (Sacramento),Peaceful_protest_majority,25,0.8928571428571429
559,Le Soleil (Canada),Canada_majority,11,1.0,Le Soleil (Canada),Peaceful_protest_majority,8,0.7272727272727273
560,WABI-TV5,United_States_majority,19,1.0,WABI-TV5,Peaceful_protest_majority,18,0.9473684210526315
561,Folha de Boa Vista,Brazil_majority,17,1.0,Folha de Boa Vista,Peaceful_protest_majority,17,1.0
562,ABC13 (Houston),United_States_majority,13,1.0,ABC13 (Houston),Peaceful_protest_majority,12,0.9230769230769231
563,East Idaho News,United_States_majority,12,1.0,East Idaho News,Peaceful_protest_majority,12,1.0
564,Rai News,Italy_majority,194,1.0,Rai News,Peaceful_protest_majority,166,0.8556701030927835
565,Controradio,Italy_majority,93,1.0,Controradio,Peaceful_protest_majority,90,0.967741935483871
566,Bari Today,Italy_majority,84,1.0,Bari Today,Peaceful_protest_majority,83,0.9880952380952381
567,Cronache Maceratesi,Italy_majority,30,1.0,Cronache Maceratesi,Peaceful_protest_majority,30,1.0
568,New Nation (Bangladesh),Bangladesh_majority,131,1.0,New Nation (Bangladesh),Peaceful_protest_majority,115,0.8778625954198473
569,News12 (Westchester),United_States_majority,21,1.0,News12 (Westchester),Peaceful_protest_majority,21,1.0
570,Corriere Del Mezzogiorno,Italy_majority,15,1.0,Corriere Del Mezzogiorno,Peaceful_protest_majority,15,1.0
571,TG COM,Italy_majority,67,1.0,TG COM,Peaceful_protest_majority,55,0.8208955223880597
572,Il Giornale Del Molise,Italy_majority,32,1.0,Il Giornale Del Molise,Peaceful_protest_majority,32,1.0
573,Bakersfield,United_States_majority,10,1.0,Bakersfield,Peaceful_protest_majority,10,1.0
574,Channel 3 (Santa Barbara),United_States_majority,15,1.0,Channel 3 (Santa Barbara),Peaceful_protest_majority,15,1.0
575,KOMO4,United_States_majority,22,1.0,KOMO4,Peaceful_protest_majority,21,0.9545454545454546
576,WTEN Channel 10,United_States_majority,20,1.0,WTEN Channel 10,Peaceful_protest_majority,19,0.95
577,La Nuova Venezia,Italy_majority,60,1.0,La Nuova Venezia,Peaceful_protest_majority,57,0.95
578,KCRA3,United_States_majority,17,1.0,KCRA3,Peaceful_protest_majority,17,1.0
579,ABC11,United_States_majority,17,1.0,ABC11,Peaceful_protest_majority,14,0.8235294117647058
580,KRCR ABC7,United_States_majority,14,1.0,KRCR ABC7,Peaceful_protest_majority,14,1.0
581,Shaw Local,United_States_majority,11,1.0,Shaw Local,Peaceful_protest_majority,11,1.0
582,Union,United_States_majority,10,1.0,Union,Peaceful_protest_majority,10,1.0
583,WWAY-TV 3,United_States_majority,10,1.0,WWAY-TV 3,Peaceful_protest_majority,9,0.9
584,Trento Today,Italy_majority,28,1.0,Trento Today,Peaceful_protest_majority,26,0.9285714285714286
585,Udine Today,Italy_majority,33,1.0,Udine Today,Peaceful_protest_majority,32,0.9696969696969697
586,Forza Nuova,Italy_majority,37,1.0,Forza Nuova,Peaceful_protest_majority,35,0.9459459459459459
587,NRT News,Iraq_majority,12,1.0,NRT News,Peaceful_protest_majority,9,0.75
588,Frankenpost,Germany_majority,36,1.0,Frankenpost,Peaceful_protest_majority,33,0.9166666666666666
589,L'Acadie Nouvelle,Canada_majority,13,1.0,L'Acadie Nouvelle,Peaceful_protest_majority,10,0.7692307692307693
590,The Province (Canada),Canada_majority,26,1.0,The Province (Canada),Peaceful_protest_majority,22,0.8461538461538461
591,Green Left,Australia_majority,13,1.0,Green Left,Peaceful_protest_majority,13,1.0
592,Positano News,Italy_majority,68,1.0,Positano News,Peaceful_protest_majority,64,0.9411764705882353
593,2a News,Italy_majority,22,1.0,2a News,Peaceful_protest_majority,20,0.9090909090909091
594,Al Aoual,Morocco_majority,37,1.0,Al Aoual,Peaceful_protest_majority,35,0.9459459459459459
595,Alyaoum24,Morocco_majority,47,1.0,Alyaoum24,Peaceful_protest_majority,39,0.8297872340425532
596,Noon Press,Morocco_majority,23,1.0,Noon Press,Peaceful_protest_majority,19,0.8260869565217391
597,Tetouan Press,Morocco_majority,12,0.9230769230769231,Tetouan Press,Peaceful_protest_majority,13,1.0
598,Buffalo News,United_States_majority,15,1.0,Buffalo News,Peaceful_protest_majority,15,1.0
599,WBEN 930,United_States_majority,11,1.0,WBEN 930,Peaceful_protest_majority,11,1.0
600,Fox32,United_States_majority,19,1.0,Fox32,Peaceful_protest_majority,19,1.0
601,La Hora (Guatemala),Guatemala_majority,55,1.0,La Hora (Guatemala),Peaceful_protest_majority,41,0.7454545454545455
602,Tiempo,Mexico_majority,21,1.0,Tiempo,Peaceful_protest_majority,16,0.7619047619047619
603,MTV Uutiset,Finland_majority,23,1.0,MTV Uutiset,Peaceful_protest_majority,15,0.6521739130434783
604,OVD Info,Russia_majority,32,1.0,OVD Info,Protest_with_intervention_majority,23,0.71875
605,Yle,Finland_majority,37,1.0,Yle,Peaceful_protest_majority,27,0.7297297297297297
606,Markische Oderzeitung,Germany_majority,74,1.0,Markische Oderzeitung,Peaceful_protest_majority,67,0.9054054054054054
607,Het Nieuwsblad,Belgium_majority,56,1.0,Het Nieuwsblad,Peaceful_protest_majority,44,0.7857142857142857
608,L'Independant,France_majority,80,1.0,L'Independant,Peaceful_protest_majority,80,1.0
609,Le Republicain Lorrain,France_majority,33,1.0,Le Republicain Lorrain,Peaceful_protest_majority,33,1.0
610,Redaktionsnetzwerk Deutschland,Germany_majority,286,0.9828178694158075,Redaktionsnetzwerk Deutschland,Peaceful_protest_majority,233,0.8006872852233677
611,Swissinfo,Switzerland_majority,53,1.0,Swissinfo,Peaceful_protest_majority,41,0.7735849056603774
612,Oakland Press,United_States_majority,11,1.0,Oakland Press,Peaceful_protest_majority,11,1.0
613,On the Scene,United_States_majority,12,1.0,On the Scene,Peaceful_protest_majority,11,0.9166666666666666
614,Limburgs,Netherlands_majority,34,1.0,Limburgs,Peaceful_protest_majority,23,0.6764705882352942
615,9News,Australia_majority,27,1.0,9News,Peaceful_protest_majority,22,0.8148148148148148
616,Kurier,Austria_majority,24,1.0,Kurier,Peaceful_protest_majority,15,0.625
617,Monza Today,Italy_majority,24,1.0,Monza Today,Peaceful_protest_majority,24,1.0
618,La Verdad,Mexico_majority,41,1.0,La Verdad,Peaceful_protest_majority,27,0.6585365853658537
619,La Prensa (Argentina),Argentina_majority,32,1.0,La Prensa (Argentina),Peaceful_protest_majority,31,0.96875
620,La Gaceta,Argentina_majority,96,1.0,La Gaceta,Peaceful_protest_majority,92,0.9583333333333334
621,Portal T5,Brazil_majority,33,1.0,Portal T5,Peaceful_protest_majority,32,0.9696969696969697
622,Setopati,Nepal_majority,126,1.0,Setopati,Peaceful_protest_majority,103,0.8174603174603174
623,Daily Herald (Arlington Heights),United_States_majority,22,1.0,Daily Herald (Arlington Heights),Peaceful_protest_majority,22,1.0
624,CBS2 (New York),United_States_majority,28,1.0,CBS2 (New York),Peaceful_protest_majority,26,0.9285714285714286
625,Channel 2 (Buffalo),United_States_majority,16,1.0,Channel 2 (Buffalo),Peaceful_protest_majority,15,0.9375
626,La Nazione,Italy_majority,26,1.0,La Nazione,Peaceful_protest_majority,26,1.0
627,Le Point,France_majority,42,1.0,Le Point,Peaceful_protest_majority,36,0.8571428571428571
628,Prima Lecco,Italy_majority,36,1.0,Prima Lecco,Peaceful_protest_majority,36,1.0
629,Cronica (Ecuador),Ecuador_majority,12,1.0,Cronica (Ecuador),Peaceful_protest_majority,12,1.0
630,San Francisco Examiner,United_States_majority,14,1.0,San Francisco Examiner,Peaceful_protest_majority,14,1.0
631,Indybay,United_States_majority,29,1.0,Indybay,Peaceful_protest_majority,28,0.9655172413793104
632,920 News Now,United_States_majority,23,1.0,920 News Now,Peaceful_protest_majority,21,0.9130434782608695
633,ANSA,Italy_majority,133,1.0,ANSA,Peaceful_protest_majority,128,0.9624060150375939
634,Riviera24,Italy_majority,58,1.0,Riviera24,Peaceful_protest_majority,58,1.0
635,Verona Sera,Italy_majority,50,1.0,Verona Sera,Peaceful_protest_majority,50,1.0
636,Mlada Fronta Dnes,Czech_Republic_majority,14,0.9333333333333333,Mlada Fronta Dnes,Peaceful_protest_majority,14,0.9333333333333333
637,WBAL-TV 11,United_States_majority,15,1.0,WBAL-TV 11,Peaceful_protest_majority,14,0.9333333333333333
638,Northern Territory News,Australia_majority,18,1.0,Northern Territory News,Peaceful_protest_majority,15,0.8333333333333334
639,20 Minutes,France_majority,40,0.975609756097561,20 Minutes,Peaceful_protest_majority,34,0.8292682926829268
640,Casa Pound Italia,Italy_majority,75,1.0,Casa Pound Italia,Peaceful_protest_majority,73,0.9733333333333334
641,Sudinfo.be,Belgium_majority,44,0.9777777777777777,Sudinfo.be,Peaceful_protest_majority,36,0.8
642,Denik,Czech_Republic_majority,67,1.0,Denik,Peaceful_protest_majority,65,0.9701492537313433
643,Novinky,Czech_Republic_majority,23,0.9583333333333334,Novinky,Peaceful_protest_majority,23,0.9583333333333334
644,CBS2 (Chicago),United_States_majority,30,1.0,CBS2 (Chicago),Peaceful_protest_majority,30,1.0
645,Republican-American,United_States_majority,11,1.0,Republican-American,Peaceful_protest_majority,11,1.0
646,TV8,Moldova_majority,35,1.0,TV8,Peaceful_protest_majority,31,0.8857142857142857
647,Le Journal de Montreal,Canada_majority,26,1.0,Le Journal de Montreal,Peaceful_protest_majority,23,0.8846153846153846
648,Chicago Sun-Times,United_States_majority,17,1.0,Chicago Sun-Times,Peaceful_protest_majority,15,0.8823529411764706
649,News 8 (Rochester),United_States_majority,19,1.0,News 8 (Rochester),Peaceful_protest_majority,19,1.0
650,Akher Saa,Algeria_majority,38,1.0,Akher Saa,Peaceful_protest_majority,38,1.0
651,R7,Brazil_majority,54,1.0,R7,Peaceful_protest_majority,39,0.7222222222222222
652,Estado de Minas,Brazil_majority,128,1.0,Estado de Minas,Peaceful_protest_majority,127,0.9921875
653,Philenews,Cyprus_majority,119,1.0,Philenews,Peaceful_protest_majority,95,0.7983193277310925
654,Rote Fahne,Germany_majority,36,0.972972972972973,Rote Fahne,Peaceful_protest_majority,35,0.9459459459459459
655,1010WINS,United_States_majority,15,1.0,1010WINS,Peaceful_protest_majority,13,0.8666666666666667
656,Tripura Infoway,India_majority,72,1.0,Tripura Infoway,Peaceful_protest_majority,50,0.6944444444444444
657,Merce,Hungary_majority,13,1.0,Merce,Peaceful_protest_majority,11,0.8461538461538461
658,Leeuwarder Courant,Netherlands_majority,31,1.0,Leeuwarder Courant,Peaceful_protest_majority,26,0.8387096774193549
659,Milano Post,Italy_majority,20,1.0,Milano Post,Peaceful_protest_majority,18,0.9
660,Partisaani,Finland_majority,16,1.0,Partisaani,Peaceful_protest_majority,13,0.8125
661,Ceske Noviny,Czech_Republic_majority,48,0.9795918367346939,Ceske Noviny,Peaceful_protest_majority,44,0.8979591836734694
662,Slobodna Dalmacija,Croatia_majority,13,1.0,Slobodna Dalmacija,Peaceful_protest_majority,13,1.0
663,Devon Live,United_Kingdom_majority,12,1.0,Devon Live,Peaceful_protest_majority,8,0.6666666666666666
664,L'Adigetto,Italy_majority,20,1.0,L'Adigetto,Peaceful_protest_majority,19,0.95
665,Treviso Today,Italy_majority,56,1.0,Treviso Today,Peaceful_protest_majority,50,0.8928571428571429
666,Fox5 (Washington D.C.),United_States_majority,14,1.0,Fox5 (Washington D.C.),Peaceful_protest_majority,13,0.9285714285714286
667,Airdrie Today,Canada_majority,15,1.0,Airdrie Today,Peaceful_protest_majority,14,0.9333333333333333
668,Messinaora,Italy_majority,13,1.0,Messinaora,Peaceful_protest_majority,12,0.9230769230769231
669,FLC CGIL,Italy_majority,62,1.0,FLC CGIL,Peaceful_protest_majority,61,0.9838709677419355
670,Liberta,Italy_majority,23,1.0,Liberta,Peaceful_protest_majority,23,1.0
671,Tuttoggi,Italy_majority,43,1.0,Tuttoggi,Peaceful_protest_majority,42,0.9767441860465116
672,Agrigento Oggi,Italy_majority,25,1.0,Agrigento Oggi,Peaceful_protest_majority,21,0.84
673,Pisa Today,Italy_majority,39,1.0,Pisa Today,Peaceful_protest_majority,39,1.0
674,The Australian,Australia_majority,43,1.0,The Australian,Peaceful_protest_majority,28,0.6511627906976745
675,Sydney Morning Herald,Australia_majority,23,1.0,Sydney Morning Herald,Peaceful_protest_majority,16,0.6956521739130435
676,Tunisie Numerique,Tunisia_majority,42,0.9767441860465116,Tunisie Numerique,Peaceful_protest_majority,37,0.8604651162790697
677,Yabiladi,Morocco_majority,8,0.8,Yabiladi,Peaceful_protest_majority,8,0.8
678,Agora RN,Brazil_majority,28,1.0,Agora RN,Peaceful_protest_majority,28,1.0
679,La Opinion (Colombia),Colombia_majority,36,0.9473684210526315,La Opinion (Colombia),Peaceful_protest_majority,31,0.8157894736842105
680,Bangkok Post,Thailand_majority,16,0.9411764705882353,Bangkok Post,Peaceful_protest_majority,12,0.7058823529411765
681,Thai Rath,Thailand_majority,38,1.0,Thai Rath,Peaceful_protest_majority,32,0.8421052631578947
682,ERR,Estonia_majority,12,1.0,ERR,Peaceful_protest_majority,11,0.9166666666666666
683,Le Monde,France_majority,26,0.9629629629629629,Le Monde,Peaceful_protest_majority,24,0.8888888888888888
684,Il Giorno,Italy_majority,15,1.0,Il Giorno,Peaceful_protest_majority,15,1.0
685,Ta Kung Pao,China_majority,12,1.0,Ta Kung Pao,Peaceful_protest_majority,10,0.8333333333333334
686,Le Soir d'Algerie,Algeria_majority,21,1.0,Le Soir d'Algerie,Peaceful_protest_majority,21,1.0
687,Portal do Holanda,Brazil_majority,50,1.0,Portal do Holanda,Peaceful_protest_majority,47,0.94
688,24kurier,Poland_majority,12,1.0,24kurier,Peaceful_protest_majority,12,1.0
689,Quotidiano Di Sicilia,Italy_majority,55,1.0,Quotidiano Di Sicilia,Peaceful_protest_majority,47,0.8545454545454545
690,Lakome,Morocco_majority,25,1.0,Lakome,Peaceful_protest_majority,24,0.96
691,7x7,Russia_majority,10,1.0,7x7,Peaceful_protest_majority,9,0.9
692,Total Croatia News,Croatia_majority,11,1.0,Total Croatia News,Peaceful_protest_majority,11,1.0
693,C'est la Greve,France_majority,135,1.0,C'est la Greve,Peaceful_protest_majority,132,0.9777777777777777
694,WJXT,United_States_majority,14,1.0,WJXT,Peaceful_protest_majority,14,1.0
695,PIX11,United_States_majority,26,1.0,PIX11,Peaceful_protest_majority,26,1.0
696,El Carabobeno,Venezuela_majority,72,1.0,El Carabobeno,Peaceful_protest_majority,68,0.9444444444444444
697,News1st (Sri Lanka),Sri_Lanka_majority,94,1.0,News1st (Sri Lanka),Peaceful_protest_majority,88,0.9361702127659575
698,Solinger-Tageblatt,Germany_majority,19,1.0,Solinger-Tageblatt,Peaceful_protest_majority,15,0.7894736842105263
699,NewsChannel 8 (Tampa),United_States_majority,21,1.0,NewsChannel 8 (Tampa),Peaceful_protest_majority,21,1.0
700,KCTV5,United_States_majority,11,1.0,KCTV5,Peaceful_protest_majority,10,0.9090909090909091
701,Sangai Express,India_majority,38,1.0,Sangai Express,Peaceful_protest_majority,33,0.868421052631579
702,E-Pao,India_majority,38,1.0,E-Pao,Peaceful_protest_majority,35,0.9210526315789473
703,Activatica,Russia_majority,37,1.0,Activatica,Peaceful_protest_majority,28,0.7567567567567568
704,Republika.mk,North_Macedonia_majority,12,1.0,Republika.mk,Peaceful_protest_majority,11,0.9166666666666666
705,CM Journal,Portugal_majority,49,0.9607843137254902,CM Journal,Peaceful_protest_majority,49,0.9607843137254902
706,La Nouvelle Gazette,Belgium_majority,55,0.9821428571428571,La Nouvelle Gazette,Peaceful_protest_majority,56,1.0
707,El Watan (Algeria),Algeria_majority,39,1.0,El Watan (Algeria),Peaceful_protest_majority,37,0.9487179487179487
708,Salt Lake Tribune,United_States_majority,14,1.0,Salt Lake Tribune,Peaceful_protest_majority,13,0.9285714285714286
709,Il Cittadino Mb,Italy_majority,31,1.0,Il Cittadino Mb,Peaceful_protest_majority,30,0.967741935483871
710,Cesena Today,Italy_majority,27,1.0,Cesena Today,Peaceful_protest_majority,26,0.9629629629629629
711,Diario De Mallorca,Spain_majority,35,1.0,Diario De Mallorca,Peaceful_protest_majority,30,0.8571428571428571
712,Action Francaise,France_majority,19,1.0,Action Francaise,Peaceful_protest_majority,18,0.9473684210526315
713,Articolo 21,Italy_majority,13,1.0,Articolo 21,Violent_demonstration_majority,9,0.6923076923076923
714,Diario De Cuyo,Argentina_majority,81,1.0,Diario De Cuyo,Peaceful_protest_majority,74,0.9135802469135802
715,Press Photos Denmark,Denmark_majority,19,1.0,Press Photos Denmark,Peaceful_protest_majority,17,0.8947368421052632
716,Infooggi,Italy_majority,31,1.0,Infooggi,Peaceful_protest_majority,30,0.967741935483871
717,Oggi Notizie,Italy_majority,35,1.0,Oggi Notizie,Peaceful_protest_majority,34,0.9714285714285714
718,AM New York,United_States_majority,45,1.0,AM New York,Peaceful_protest_majority,43,0.9555555555555556
719,Providence Journal,United_States_majority,11,1.0,Providence Journal,Peaceful_protest_majority,11,1.0
720,Thinakkural,Sri_Lanka_majority,16,1.0,Thinakkural,Peaceful_protest_majority,12,0.75
721,Il Piccolo,Italy_majority,25,1.0,Il Piccolo,Peaceful_protest_majority,25,1.0
722,Cronache Ancona,Italy_majority,65,1.0,Cronache Ancona,Peaceful_protest_majority,63,0.9692307692307692
723,Metro Toluca,Mexico_majority,10,1.0,Metro Toluca,Peaceful_protest_majority,9,0.9
724,El Proceso,Mexico_majority,20,1.0,El Proceso,Peaceful_protest_majority,13,0.65
725,Agora.md,Moldova_majority,22,1.0,Agora.md,Peaceful_protest_majority,16,0.7272727272727273
726,Il Quotidiano Italiano,Italy_majority,15,1.0,Il Quotidiano Italiano,Peaceful_protest_majority,15,1.0
727,NewsChannel 21,United_States_majority,19,1.0,NewsChannel 21,Peaceful_protest_majority,18,0.9473684210526315
728,Channel 8 (Las Vegas),United_States_majority,18,1.0,Channel 8 (Las Vegas),Peaceful_protest_majority,18,1.0
729,National Nurses United,United_States_majority,29,1.0,National Nurses United,Peaceful_protest_majority,29,1.0
730,Expreso,Ecuador_majority,41,1.0,Expreso,Peaceful_protest_majority,37,0.9024390243902439
731,Metropolisweb,Italy_majority,16,1.0,Metropolisweb,Peaceful_protest_majority,16,1.0
732,KPRF,Russia_majority,59,1.0,KPRF,Peaceful_protest_majority,55,0.9322033898305084
733,Teraz,Slovakia_majority,25,0.9615384615384616,Teraz,Peaceful_protest_majority,23,0.8846153846153846
734,ABC8 (Richmond),United_States_majority,11,1.0,ABC8 (Richmond),Peaceful_protest_majority,11,1.0
735,KEZI9,United_States_majority,11,1.0,KEZI9,Peaceful_protest_majority,11,1.0
736,Virakesari,Sri_Lanka_majority,163,1.0,Virakesari,Peaceful_protest_majority,156,0.9570552147239264
737,Aosta Oggi,Italy_majority,16,1.0,Aosta Oggi,Peaceful_protest_majority,16,1.0
738,Opinion (Bolivia),Bolivia_majority,45,1.0,Opinion (Bolivia),Peaceful_protest_majority,41,0.9111111111111111
739,El Diario Montanes,Spain_majority,26,1.0,El Diario Montanes,Peaceful_protest_majority,26,1.0
740,Suddeutsche Zeitung,Germany_majority,579,1.0,Suddeutsche Zeitung,Peaceful_protest_majority,511,0.8825561312607945
741,Diario El Chubut,Argentina_majority,92,1.0,Diario El Chubut,Peaceful_protest_majority,92,1.0
742,Digi24,Romania_majority,81,0.9878048780487805,Digi24,Peaceful_protest_majority,62,0.7560975609756098
743,Polizei Thuringen,Germany_majority,54,1.0,Polizei Thuringen,Peaceful_protest_majority,51,0.9444444444444444
744,Radio Television Espanola,Spain_majority,61,1.0,Radio Television Espanola,Peaceful_protest_majority,58,0.9508196721311475
745,Fox4 Kansas City,United_States_majority,18,1.0,Fox4 Kansas City,Peaceful_protest_majority,18,1.0
746,Modesto Bee,United_States_majority,12,1.0,Modesto Bee,Peaceful_protest_majority,12,1.0
747,WBZ Channel 4,United_States_majority,17,1.0,WBZ Channel 4,Peaceful_protest_majority,16,0.9411764705882353
748,Hiru News,Sri_Lanka_majority,148,1.0,Hiru News,Peaceful_protest_majority,140,0.9459459459459459
749,Al Mirbad,Iraq_majority,128,1.0,Al Mirbad,Peaceful_protest_majority,101,0.7890625
750,La Vanguardia,Spain_majority,42,0.9545454545454546,La Vanguardia,Peaceful_protest_majority,31,0.7045454545454546
751,Times of Malta,Malta_majority,16,1.0,Times of Malta,Peaceful_protest_majority,12,0.75
752,CBS4 (Denver),United_States_majority,23,1.0,CBS4 (Denver),Peaceful_protest_majority,22,0.9565217391304348
753,Fox31,United_States_majority,12,1.0,Fox31,Peaceful_protest_majority,10,0.8333333333333334
754,Deccan Herald,India_majority,68,1.0,Deccan Herald,Peaceful_protest_majority,50,0.7352941176470589
755,CBS4 (Miami),United_States_majority,20,1.0,CBS4 (Miami),Peaceful_protest_majority,19,0.95
756,Local 10 (Miami),United_States_majority,10,1.0,Local 10 (Miami),Peaceful_protest_majority,9,0.9
757,Protests in the days of Corona,Israel_majority,26,1.0,Protests in the days of Corona,Peaceful_protest_majority,25,0.9615384615384616
758,Helsingin Sanomat,Finland_majority,15,1.0,Helsingin Sanomat,Peaceful_protest_majority,10,0.6666666666666666
759,Helsingborgs Dagblad,Sweden_majority,17,1.0,Helsingborgs Dagblad,Peaceful_protest_majority,16,0.9411764705882353
760,NRK,Norway_majority,12,1.0,NRK,Peaceful_protest_majority,10,0.8333333333333334
761,Le Figaro,France_majority,22,1.0,Le Figaro,Peaceful_protest_majority,17,0.7727272727272727
762,Birmingham Mail,United_Kingdom_majority,20,1.0,Birmingham Mail,Peaceful_protest_majority,12,0.6
763,Western Mail,United_Kingdom_majority,11,1.0,Western Mail,Peaceful_protest_majority,8,0.7272727272727273
764,Shillong Times,India_majority,25,1.0,Shillong Times,Peaceful_protest_majority,18,0.72
765,United News of Bangladesh,Bangladesh_majority,43,1.0,United News of Bangladesh,Peaceful_protest_majority,30,0.6976744186046512
766,news.com.au,Australia_majority,23,1.0,news.com.au,Peaceful_protest_majority,23,1.0
767,Advertiser (AdelaideNow),Australia_majority,11,1.0,Advertiser (AdelaideNow),Peaceful_protest_majority,11,1.0
768,El Mercurio (Ecuador),Ecuador_majority,19,1.0,El Mercurio (Ecuador),Peaceful_protest_majority,18,0.9473684210526315
769,Le Temps,Switzerland_majority,10,1.0,Le Temps,Peaceful_protest_majority,9,0.9
770,Segodnya,Ukraine_majority,106,1.0,Segodnya,Peaceful_protest_majority,93,0.8773584905660378
