,source_singular_main,source_singular,country,country_total,country_pct,source_singular,sub_event_type,sub_event_type_total,sub_event_type_pct
2370,Herald-Palladium,,,,,,,,
2371,Midland Daily News,Midland Daily News,United_States_majority,4.0,1.0,,,,
2372,Georgia Public Broadcasting,Georgia Public Broadcasting,United_States_majority,4.0,1.0,,,,
2373,Kaieteur News,Kaieteur News,Guyana_majority,14.0,1.0,,,,
2374,Diario De Noticias (Portugal),Diario De Noticias (Portugal),Portugal_majority,6.0,1.0,,,,
2375,Sega,Sega,Bulgaria_majority,24.0,1.0,Sega,Peaceful_protest_majority,20.0,0.8333333333333334
2376,NJ Spotlight,,,,,,,,
2377,Adirondack Enterprise,,,,,,,,
2378,Ashland Source,,,,,,,,
2379,Fox22,Fox22,United_States_majority,7.0,1.0,Fox22,Peaceful_protest_majority,7.0,1.0
2380,Olympian,Olympian,United_States_majority,7.0,1.0,Olympian,Peaceful_protest_majority,6.0,0.8571428571428571
2381,PNG Today,PNG Today,Papua_New_Guinea_majority,3.0,1.0,,,,
2382,Zurnal24,,,,,,,,
2383,Correio Braziliense,Correio Braziliense,Brazil_majority,71.0,1.0,Correio Braziliense,Peaceful_protest_majority,67.0,0.9436619718309859
2384,ES Hoje,ES Hoje,Brazil_majority,19.0,1.0,ES Hoje,Peaceful_protest_majority,19.0,1.0
2385,O Imparcial,O Imparcial,Brazil_majority,11.0,1.0,O Imparcial,Peaceful_protest_majority,11.0,1.0
2386,Vozpopuli,Vozpopuli,Spain_majority,12.0,1.0,,,,
2387,IOnline,,,,,,,,
2388,TSF,TSF,Portugal_majority,9.0,1.0,TSF,Peaceful_protest_majority,8.0,0.8888888888888888
2389,Tri-County Times (Fenton),,,,,,,,
2390,Canon City Daily Record,,,,,,,,
2391,Herald (Sharon),,,,,,,,
2392,KPBS,KPBS,United_States_majority,15.0,1.0,KPBS,Peaceful_protest_majority,13.0,0.8666666666666667
2393,Peninsula Daily News,Peninsula Daily News,United_States_majority,4.0,1.0,,,,
2394,Post Crescent,,,,,,,,
2395,Southern Illinoisan,,,,,,,,
2396,WBIR10,WBIR10,United_States_majority,7.0,1.0,WBIR10,Peaceful_protest_majority,7.0,1.0
2397,WESH2,WESH2,United_States_majority,11.0,1.0,WESH2,Peaceful_protest_majority,11.0,1.0
2398,Lex18,Lex18,United_States_majority,8.0,1.0,Lex18,Peaceful_protest_majority,8.0,1.0
2399,Island Times,,,,,,,,
2400,Sahara Reporters,Sahara Reporters,Nigeria_majority,26.0,1.0,,,,
2401,Network Media Group,Network Media Group,Myanmar_majority,3.0,1.0,,,,
2402,UNITE HERE Local 26,UNITE HERE Local 26,United_States_majority,11.0,1.0,UNITE HERE Local 26,Peaceful_protest_majority,11.0,1.0
2403,SEIU Local 509,,,,,,,,
2404,Topeka Capital-Journal,,,,,,,,
2405,EMTV,,,,,,,,
2406,NO OLYMPICS 2020,NO OLYMPICS 2020,Japan_majority,17.0,1.0,NO OLYMPICS 2020,Peaceful_protest_majority,16.0,0.9411764705882353
2407,WGNO,WGNO,United_States_majority,7.0,1.0,WGNO,Peaceful_protest_majority,7.0,1.0
2408,Shannon Side,,,,,,,,
2409,World (Coos Bay),,,,,,,,
2410,Forest Grove News-Times,,,,,,,,
2411,King5,King5,United_States_majority,27.0,1.0,King5,Peaceful_protest_majority,24.0,0.8888888888888888
2412,Minot Daily News,,,,,,,,
2413,Newsday,Newsday,United_States_majority,9.0,0.9,Newsday,Peaceful_protest_majority,9.0,0.9
2414,Rapports de Force,,,,,,,,
2415,Liberation,Liberation,France_majority,3.0,1.0,,,,
2416,yam News,,,,,,,,
2417,Netgazeti.ge,Netgazeti.ge,Georgia_majority,7.0,1.0,Netgazeti.ge,Peaceful_protest_majority,6.0,0.8571428571428571
2418,KKTV 11,KKTV 11,United_States_majority,3.0,1.0,,,,
2419,CBS58,CBS58,United_States_majority,15.0,1.0,CBS58,Peaceful_protest_majority,14.0,0.9333333333333333
2420,Newsradio KONP,Newsradio KONP,United_States_majority,3.0,1.0,,,,
2421,CiberCuba,CiberCuba,Cuba_majority,23.0,0.9583333333333334,,,,
2422,Daily Nation (Kenya),Daily Nation (Kenya),Kenya_majority,33.0,1.0,,,,
2423,Oregon Public Broadcasting,Oregon Public Broadcasting,United_States_majority,5.0,1.0,,,,
2424,Republic World,,,,,,,,
2425,WBKO13,,,,,,,,
2426,Rome News-Tribune,,,,,,,,
2427,Guam Daily Post,,,,,,,,
2428,Laredo Morning Times,Laredo Morning Times,United_States_majority,6.0,1.0,Laredo Morning Times,Peaceful_protest_majority,5.0,0.8333333333333334
2429,Dnevnik.si,Dnevnik.si,Slovenia_majority,10.0,1.0,Dnevnik.si,Peaceful_protest_majority,9.0,0.9
2430,Bladi.net,Bladi.net,Morocco_majority,4.0,1.0,,,,
2431,Citi News,Citi News,Ghana_majority,13.0,1.0,,,,
2432,Witness,Witness,South_Africa_majority,6.0,1.0,,,,
2433,Courier & Press,,,,,,,,
2434,Hesperia Star,,,,,,,,
2435,Poughkeepsie Journal,,,,,,,,
2436,Salem Reporter,Salem Reporter,United_States_majority,4.0,1.0,,,,
2437,WVTM13,,,,,,,,
2438,Nordjyske,Nordjyske,Denmark_majority,7.0,1.0,Nordjyske,Peaceful_protest_majority,7.0,1.0
2439,Anderson Independent-Mail,,,,,,,,
2440,WSAV3,WSAV3,United_States_majority,7.0,1.0,WSAV3,Peaceful_protest_majority,7.0,1.0
2441,Daily Monitor (Uganda),Daily Monitor (Uganda),Uganda_majority,37.0,1.0,,,,
2442,Richmond News,Richmond News,Canada_majority,12.0,1.0,Richmond News,Peaceful_protest_majority,12.0,1.0
2443,Amandala,Amandala,Belize_majority,11.0,0.9166666666666666,,,,
2444,24 Horas (Chile),24 Horas (Chile),Chile_majority,114.0,1.0,,,,
2445,RFI,,,,,,,,
2446,Togo Actualite,Togo Actualite,Togo_majority,18.0,1.0,,,,
2447,Koaci News,,,,,,,,
2448,Jurnal,Jurnal,Moldova_majority,19.0,1.0,Jurnal,Peaceful_protest_majority,16.0,0.8421052631578947
2449,Prweli Information Agency,Prweli Information Agency,Georgia_majority,8.0,1.0,Prweli Information Agency,Peaceful_protest_majority,7.0,0.875
2450,India Today,India Today,India_majority,17.0,1.0,India Today,Peaceful_protest_majority,12.0,0.7058823529411765
2451,WNEM,WNEM,United_States_majority,7.0,1.0,WNEM,Peaceful_protest_majority,7.0,1.0
2452,Denver7,Denver7,United_States_majority,7.0,1.0,Denver7,Peaceful_protest_majority,7.0,1.0
2453,Daily Independent (Ashland),,,,,,,,
2454,Honolulu Star-Advertiser,Honolulu Star-Advertiser,United_States_majority,14.0,1.0,Honolulu Star-Advertiser,Peaceful_protest_majority,13.0,0.9285714285714286
2455,Mitchell Republic,,,,,,,,
2456,WLWT 5,,,,,,,,
2457,Cowichan Valley Citizen,,,,,,,,
2458,Nelson Star,,,,,,,,
2459,Kelowna Capital News,,,,,,,,
2460,Ak Zhaiyk,Ak Zhaiyk,Kazakhstan_majority,19.0,1.0,Ak Zhaiyk,Peaceful_protest_majority,15.0,0.7894736842105263
2461,Pueblo Chieftain,Pueblo Chieftain,United_States_majority,3.0,1.0,,,,
2462,Bangor Daily News,Bangor Daily News,United_States_majority,8.0,1.0,Bangor Daily News,Peaceful_protest_majority,8.0,1.0
2463,BK Reader,,,,,,,,
2464,Fox Carolina,Fox Carolina,United_States_majority,4.0,1.0,,,,
2465,Insider NJ,,,,,,,,
2466,Loudoun Now,,,,,,,,
2467,KULR8,,,,,,,,
2468,HuffPost,HuffPost,United_States_majority,4.0,1.0,,,,
2469,Australian Associated Press,,,,,,,,
2470,myGC,,,,,,,,
2471,Livorno Today,Livorno Today,Italy_majority,4.0,1.0,,,,
2472,Nile Post,Nile Post,Uganda_majority,4.0,1.0,,,,
2473,New Vision (Uganda),New Vision (Uganda),Uganda_majority,16.0,1.0,,,,
2474,Sun (Nigeria),Sun (Nigeria),Nigeria_majority,37.0,1.0,,,,
2475,Nova Makedonija,Nova Makedonija,North_Macedonia_majority,11.0,1.0,Nova Makedonija,Peaceful_protest_majority,11.0,1.0
2476,Greenock Telegraph,,,,,,,,
2477,Mighty 790 KFGO,,,,,,,,
2478,Aspen Times,,,,,,,,
2479,CBS11 (Fort Worth-Dallas),CBS11 (Fort Worth-Dallas),United_States_majority,6.0,1.0,CBS11 (Fort Worth-Dallas),Peaceful_protest_majority,6.0,1.0
2480,San Antonio Express-News,San Antonio Express-News,United_States_majority,8.0,1.0,San Antonio Express-News,Peaceful_protest_majority,8.0,1.0
2481,Venice Gondolier Sun,Venice Gondolier Sun,United_States_majority,4.0,1.0,,,,
2482,WICS NewsChannel 20,WICS NewsChannel 20,United_States_majority,3.0,1.0,,,,
2483,WOWT NBC Omaha,WOWT NBC Omaha,United_States_majority,3.0,1.0,,,,
2484,Parkersburg News and Sentinel,,,,,,,,
2485,Sicilia 24 ORE,Sicilia 24 ORE,Italy_majority,11.0,1.0,Sicilia 24 ORE,Peaceful_protest_majority,11.0,1.0
2486,Noviny.sk,Noviny.sk,Slovakia_majority,3.0,1.0,,,,
2487,Kathmandu Post,Kathmandu Post,Nepal_majority,94.0,1.0,,,,
2488,Sentinel,Sentinel,United_States_majority,3.0,1.0,,,,
2489,Solomon Times,,,,,,,,
2490,Endstation Rechts,Endstation Rechts,Germany_majority,23.0,1.0,,,,
2491,The Belfast News Letter,The Belfast News Letter,United_Kingdom_majority,4.0,1.0,,,,
2492,BFM,BFM,France_majority,13.0,1.0,BFM,Peaceful_protest_majority,10.0,0.7692307692307693
2493,ElNacional,,,,,,,,
2494,Liberation (France),Liberation (France),France_majority,4.0,1.0,,,,
2495,Hartford Courant,Hartford Courant,United_States_majority,21.0,1.0,Hartford Courant,Peaceful_protest_majority,21.0,1.0
2496,Detroit Lakes Tribune,Detroit Lakes Tribune,United_States_majority,3.0,1.0,,,,
2497,Herald Democrat,,,,,,,,
2498,Ludington Daily News,,,,,,,,
2499,News Channel Nebraska,,,,,,,,
2500,Region 8,,,,,,,,
2501,WAOW9,WAOW9,United_States_majority,5.0,1.0,WAOW9,Peaceful_protest_majority,5.0,1.0
2502,WTXL ABC27,WTXL ABC27,United_States_majority,6.0,1.0,WTXL ABC27,Peaceful_protest_majority,6.0,1.0
2503,Gazzetta Del Sud,Gazzetta Del Sud,Italy_majority,9.0,1.0,Gazzetta Del Sud,Peaceful_protest_majority,8.0,0.8888888888888888
2504,INSEC,INSEC,Nepal_majority,3.0,1.0,,,,
2505,Fox5 Atlanta,Fox5 Atlanta,United_States_majority,14.0,1.0,Fox5 Atlanta,Peaceful_protest_majority,13.0,0.9285714285714286
2506,KNWA,KNWA,United_States_majority,10.0,1.0,KNWA,Peaceful_protest_majority,10.0,1.0
2507,WCJB TV-20,WCJB TV-20,United_States_majority,11.0,1.0,WCJB TV-20,Peaceful_protest_majority,11.0,1.0
2508,Zona Franca,Zona Franca,Mexico_majority,36.0,1.0,Zona Franca,Peaceful_protest_majority,32.0,0.8888888888888888
2509,Diario Jornada,Diario Jornada,Argentina_majority,24.0,1.0,Diario Jornada,Peaceful_protest_majority,23.0,0.9583333333333334
2510,Myanmar Pressphoto Agency,Myanmar Pressphoto Agency,Myanmar_majority,4.0,1.0,,,,
2511,Huron Daily Tribune,,,,,,,,
2512,News 9,,,,,,,,
2513,KHOU11,KHOU11,United_States_majority,7.0,1.0,KHOU11,Peaceful_protest_majority,7.0,1.0
2514,Tallahassee Democrat,Tallahassee Democrat,United_States_majority,5.0,1.0,Tallahassee Democrat,Peaceful_protest_majority,5.0,1.0
2515,WICU,WICU,United_States_majority,6.0,1.0,WICU,Peaceful_protest_majority,6.0,1.0
2516,WSLS10,WSLS10,United_States_majority,8.0,1.0,WSLS10,Peaceful_protest_majority,7.0,0.875
2517,Riodoce,Riodoce,Mexico_majority,32.0,1.0,Riodoce,Peaceful_protest_majority,29.0,0.90625
2518,Mercopress,,,,,,,,
2519,Formula TV,Formula TV,Georgia_majority,7.0,1.0,Formula TV,Peaceful_protest_majority,7.0,1.0
2520,Bristol Press,Bristol Press,United_States_majority,4.0,1.0,,,,
2521,KOB4,KOB4,United_States_majority,18.0,1.0,KOB4,Peaceful_protest_majority,15.0,0.8333333333333334
2522,KOAT7,KOAT7,United_States_majority,5.0,1.0,KOAT7,Peaceful_protest_majority,5.0,1.0
2523,Hometown Life,Hometown Life,United_States_majority,9.0,1.0,Hometown Life,Peaceful_protest_majority,9.0,1.0
2524,Dunfermline Press,,,,,,,,
2525,El Universal Queretaro,,,,,,,,
2526,WFRV Local 5,WFRV Local 5,United_States_majority,6.0,1.0,WFRV Local 5,Peaceful_protest_majority,6.0,1.0
2527,La Cuarta (Chile),La Cuarta (Chile),Chile_majority,16.0,1.0,,,,
2528,23ABC,23ABC,United_States_majority,3.0,1.0,,,,
2529,WMC5,WMC5,United_States_majority,7.0,1.0,WMC5,Peaceful_protest_majority,7.0,1.0
2530,KCEN,KCEN,United_States_majority,5.0,1.0,KCEN,Peaceful_protest_majority,5.0,1.0
2531,Bay News 9,Bay News 9,United_States_majority,6.0,1.0,Bay News 9,Peaceful_protest_majority,6.0,1.0
2532,Panama City News Herald,,,,,,,,
2533,Times Herald-Record,Times Herald-Record,United_States_majority,3.0,1.0,,,,
2534,Columbus Dispatch,Columbus Dispatch,United_States_majority,12.0,1.0,Columbus Dispatch,Peaceful_protest_majority,12.0,1.0
2535,WOSU,WOSU,United_States_majority,3.0,1.0,,,,
2536,Right Vision News,Right Vision News,Pakistan_majority,101.0,1.0,,,,
2537,Deming Headlight,,,,,,,,
2538,Monett Times,,,,,,,,
2539,MyEasternShoreMD,MyEasternShoreMD,United_States_majority,5.0,1.0,MyEasternShoreMD,Peaceful_protest_majority,5.0,1.0
2540,WPBF 25,,,,,,,,
2541,Palm Beach Post,Palm Beach Post,United_States_majority,9.0,1.0,Palm Beach Post,Peaceful_protest_majority,9.0,1.0
2542,Live 5 (Charleston),Live 5 (Charleston),United_States_majority,12.0,1.0,Live 5 (Charleston),Peaceful_protest_majority,12.0,1.0
2543,Fox6 Milwaukee,Fox6 Milwaukee,United_States_majority,13.0,1.0,Fox6 Milwaukee,Peaceful_protest_majority,12.0,0.9230769230769231
2544,Coshocton Tribune,,,,,,,,
2545,Fox 47 (Michigan),,,,,,,,
2546,Greenfield Daily Reporter,,,,,,,,
2547,Kansas State Collegian,,,,,,,,
2548,NewsChannel 2,NewsChannel 2,United_States_majority,9.0,1.0,NewsChannel 2,Peaceful_protest_majority,9.0,1.0
2549,Portsmouth Daily Times,,,,,,,,
2550,WCBD NBC2,,,,,,,,
2551,Winchester Star,Winchester Star,United_States_majority,3.0,1.0,,,,
2552,Lost Coast Outpost,Lost Coast Outpost,United_States_majority,4.0,1.0,,,,
2553,40/29,40/29,United_States_majority,5.0,1.0,40/29,Peaceful_protest_majority,5.0,1.0
2554,Local12,,,,,,,,
2555,Chunichi Shimbun,Chunichi Shimbun,Japan_majority,6.0,1.0,Chunichi Shimbun,Peaceful_protest_majority,6.0,1.0
2556,Mediacongo.net,,,,,,,,
2557,Namibia Broadcasting,Namibia Broadcasting,Namibia_majority,9.0,1.0,,,,
2558,Fort Worth Star-Telegram,Fort Worth Star-Telegram,United_States_majority,4.0,1.0,,,,
2559,Bucks County Courier Times,Bucks County Courier Times,United_States_majority,3.0,1.0,,,,
2560,Green Bay Press- Gazette,Green Bay Press- Gazette,United_States_majority,3.0,1.0,,,,
2561,KIII-TV3,,,,,,,,
2562,WHIO,WHIO,United_States_majority,5.0,1.0,WHIO,Peaceful_protest_majority,5.0,1.0
2563,News and Star,,,,,,,,
2564,Attaque,Attaque,France_majority,60.0,0.9836065573770492,,,,
2565,Fairfield Citizen,,,,,,,,
2566,13WMAZ,13WMAZ,United_States_majority,6.0,1.0,13WMAZ,Peaceful_protest_majority,6.0,1.0
2567,Brainerd Dispatch,,,,,,,,
2568,Fox45 (Dayton),Fox45 (Dayton),United_States_majority,6.0,1.0,Fox45 (Dayton),Peaceful_protest_majority,6.0,1.0
2569,KION NewsChannel 5/46,KION NewsChannel 5/46,United_States_majority,11.0,1.0,KION NewsChannel 5/46,Peaceful_protest_majority,10.0,0.9090909090909091
2570,Post-Star,Post-Star,United_States_majority,9.0,1.0,Post-Star,Peaceful_protest_majority,9.0,1.0
2571,WSFA12,WSFA12,United_States_majority,4.0,1.0,,,,
2572,Taos News,,,,,,,,
2573,Atlanta Journal Constitution,Atlanta Journal Constitution,United_States_majority,24.0,1.0,Atlanta Journal Constitution,Peaceful_protest_majority,21.0,0.875
2574,WNDU Channel 16,WNDU Channel 16,United_States_majority,9.0,1.0,WNDU Channel 16,Peaceful_protest_majority,9.0,1.0
2575,Dayton Daily News,Dayton Daily News,United_States_majority,9.0,1.0,Dayton Daily News,Peaceful_protest_majority,9.0,1.0
2576,WDTN,WDTN,United_States_majority,6.0,1.0,WDTN,Peaceful_protest_majority,6.0,1.0
2577,Bergen Record,Bergen Record,United_States_majority,18.0,1.0,Bergen Record,Peaceful_protest_majority,17.0,0.9444444444444444
2578,Saint Albans Messenger,,,,,,,,
2579,Sioux City Journal,Sioux City Journal,United_States_majority,4.0,1.0,,,,
2580,Times-Picayune,Times-Picayune,United_States_majority,13.0,1.0,Times-Picayune,Peaceful_protest_majority,13.0,1.0
2581,WJCL22,WJCL22,United_States_majority,3.0,1.0,,,,
2582,Globes,Globes,Israel_majority,38.0,1.0,Globes,Peaceful_protest_majority,35.0,0.9210526315789473
2583,Afrique sur 7,Afrique sur 7,Ivory_Coast_majority,3.0,1.0,,,,
2584,Atoo,Atoo,Ivory_Coast_majority,4.0,1.0,,,,
2585,Soir Info,Soir Info,Ivory_Coast_majority,12.0,1.0,,,,
2586,Akody,Akody,Ivory_Coast_majority,4.0,1.0,,,,
2587,Agence de Presse Africaine,,,,,,,,
2588,Abidjan TV,Abidjan TV,Ivory_Coast_majority,4.0,1.0,,,,
2589,Ivoire Times,Ivoire Times,Ivory_Coast_majority,5.0,1.0,,,,
2590,Gorod,Gorod,Latvia_majority,6.0,1.0,,,,
2591,State (Columbia),State (Columbia),United_States_majority,5.0,1.0,State (Columbia),Peaceful_protest_majority,5.0,1.0
2592,BG Daily News,BG Daily News,United_States_majority,9.0,1.0,BG Daily News,Peaceful_protest_majority,9.0,1.0
2593,Channel 12 (Mesa),Channel 12 (Mesa),United_States_majority,3.0,1.0,,,,
2594,Lewiston Morning Tribune,,,,,,,,
2595,Skagit Valley Herald,Skagit Valley Herald,United_States_majority,6.0,1.0,Skagit Valley Herald,Peaceful_protest_majority,6.0,1.0
2596,Shafaaq News,Shafaaq News,Iraq_majority,18.0,1.0,,,,
2597,Eleven Media Group,Eleven Media Group,Myanmar_majority,16.0,1.0,,,,
2598,Hawk,Hawk,India_majority,12.0,1.0,Hawk,Peaceful_protest_majority,10.0,0.8333333333333334
2599,BDnews24,BDnews24,Bangladesh_majority,19.0,1.0,,,,
2600,Journal-News,Journal-News,United_States_majority,3.0,1.0,,,,
2601,News 10 (Waco),News 10 (Waco),United_States_majority,3.0,1.0,,,,
2602,Community Impact,Community Impact,United_States_majority,3.0,1.0,,,,
2603,El Dia (Chile),El Dia (Chile),Chile_majority,32.0,1.0,El Dia (Chile),Peaceful_protest_majority,24.0,0.75
2604,Diario San Rafael,Diario San Rafael,Argentina_majority,33.0,1.0,Diario San Rafael,Peaceful_protest_majority,30.0,0.9090909090909091
2605,Gabon Media Times,,,,,,,,
2606,Suara Papua,Suara Papua,Indonesia_majority,11.0,1.0,,,,
2607,Plus Info,,,,,,,,
2608,WREX-TV,,,,,,,,
2609,WSBT22,WSBT22,United_States_majority,4.0,1.0,,,,
2610,South Bend Tribune,South Bend Tribune,United_States_majority,5.0,1.0,South Bend Tribune,Peaceful_protest_majority,5.0,1.0
2611,Village Soup,,,,,,,,
2612,Central Maine,Central Maine,United_States_majority,16.0,1.0,Central Maine,Peaceful_protest_majority,16.0,1.0
2613,Akron Beacon Journal,Akron Beacon Journal,United_States_majority,12.0,1.0,Akron Beacon Journal,Peaceful_protest_majority,11.0,0.9166666666666666
2614,Star Local Media,,,,,,,,
2615,Mo Pays,Mo Pays,Mauritius_majority,9.0,1.0,Mo Pays,Peaceful_protest_majority,7.0,0.7777777777777778
2616,WMAR2,WMAR2,United_States_majority,4.0,1.0,,,,
2617,Echo Live (Ireland),,,,,Echo Live (Ireland),Peaceful_protest_majority,5.0,1.0
2618,Online Khabar (Nepali),Online Khabar (Nepali),Nepal_majority,6.0,1.0,Online Khabar (Nepali),Peaceful_protest_majority,6.0,1.0
2619,CubaNet,CubaNet,Cuba_majority,8.0,1.0,,,,
2620,George Herald (South Africa),George Herald (South Africa),South_Africa_majority,15.0,1.0,,,,
2621,Sen360,Sen360,Senegal_majority,5.0,1.0,,,,
2622,La Prunelle,La Prunelle,Democratic_Republic_of_Congo_majority,23.0,1.0,,,,
2623,Kivu Security Tracker,Kivu Security Tracker,Democratic_Republic_of_Congo_majority,3.0,1.0,,,,
2624,Daily Record and Sunday Mail,Daily Record and Sunday Mail,United_Kingdom_majority,8.0,1.0,,,,
2625,Scottish Sun,,,,,,,,
2626,El Defensor Chieftain,,,,,,,,
2627,Index-Journal,,,,,,,,
2628,News 12 Now,,,,,,,,
2629,Yakima Herald-Republic,Yakima Herald-Republic,United_States_majority,8.0,1.0,Yakima Herald-Republic,Peaceful_protest_majority,8.0,1.0
2630,Loop News Trinidad and Tobago,Loop News Trinidad and Tobago,Trinidad_and_Tobago_majority,8.0,1.0,,,,
2631,Spectrum News 1 (Southern California),Spectrum News 1 (Southern California),United_States_majority,7.0,1.0,Spectrum News 1 (Southern California),Peaceful_protest_majority,6.0,0.8571428571428571
2632,Neatkariga Tukuma Zinas,,,,,,,,
2633,Ventasbalss,,,,,,,,
2634,La Nueva Espana,La Nueva Espana,Spain_majority,38.0,1.0,La Nueva Espana,Peaceful_protest_majority,36.0,0.9473684210526315
2635,Columbus Alive,,,,,,,,
2636,Il Sole 24 Ore,,,,,,,,
2637,Mob Data Thailand,Mob Data Thailand,Thailand_majority,6.0,1.0,,,,
2638,Satakunnan Kansa,,,,,,,,
2639,Business Journal Daily,Business Journal Daily,United_States_majority,3.0,1.0,,,,
2640,Loveland Report-Herald,,,,,,,,
2641,Greeley Tribune,Greeley Tribune,United_States_majority,3.0,1.0,,,,
2642,Oldham Era,,,,,,,,
2643,Republic (Indiana),,,,,,,,
2644,State Press,,,,,,,,
2645,Radio Okapi,Radio Okapi,Democratic_Republic_of_Congo_majority,34.0,1.0,,,,
2646,NewsTalk 1450 KNSI,,,,,,,,
2647,11 Alive,11 Alive,United_States_majority,16.0,1.0,11 Alive,Peaceful_protest_majority,15.0,0.9375
2648,Local 4 (Superior),,,,,,,,
2649,North-West Arkansas Democrat-Gazette,,,,,,,,
2650,WFAA-TV,WFAA-TV,United_States_majority,3.0,1.0,,,,
2651,Fox21 (Duluth),Fox21 (Duluth),United_States_majority,3.0,1.0,,,,
2652,iNews Guyana,iNews Guyana,Guyana_majority,3.0,1.0,,,,
2653,El Diario (Colombia),El Diario (Colombia),Colombia_majority,12.0,1.0,El Diario (Colombia),Peaceful_protest_majority,11.0,0.9166666666666666
2654,Mediapool,Mediapool,Bulgaria_majority,24.0,1.0,Mediapool,Peaceful_protest_majority,20.0,0.8333333333333334
2655,Coventry Telegraph,Coventry Telegraph,United_Kingdom_majority,6.0,1.0,Coventry Telegraph,Peaceful_protest_majority,5.0,0.8333333333333334
2656,Nottingham Post,Nottingham Post,United_Kingdom_majority,19.0,1.0,Nottingham Post,Peaceful_protest_majority,15.0,0.7894736842105263
2657,Fox11 (Green Bay),Fox11 (Green Bay),United_States_majority,4.0,1.0,,,,
2658,NBC 26,,,,,,,,
2659,FDL Reporter,,,,,,,,
2660,KIRO Radio,,,,,,,,
2661,Miami Student,,,,,,,,
2662,Thai PBS,Thai PBS,Thailand_majority,3.0,1.0,,,,
2663,Klaipedia,,,,,,,,
2664,Visao,Visao,Portugal_majority,9.0,1.0,Visao,Peaceful_protest_majority,9.0,1.0
2665,Coloradoan,,,,,,,,
2666,First Coast News,First Coast News,United_States_majority,3.0,1.0,,,,
2667,Fayetteville Observer,Fayetteville Observer,United_States_majority,3.0,1.0,,,,
2668,Ouachita Citizen,,,,,,,,
2669,Polk County Itemizer-Observer,,,,,,,,
2670,WHSV-TV3,WHSV-TV3,United_States_majority,11.0,1.0,WHSV-TV3,Peaceful_protest_majority,10.0,0.9090909090909091
2671,Wisconsin State Journal,Wisconsin State Journal,United_States_majority,3.0,1.0,,,,
2672,Wisconsin Public Radio,Wisconsin Public Radio,United_States_majority,4.0,1.0,,,,
2673,Khabar News Agency (Yemen),Khabar News Agency (Yemen),Yemen_majority,5.0,1.0,,,,
2674,Yemen Data Project,Yemen Data Project,Yemen_majority,51.0,1.0,,,,
2675,Sputnik News Service,Sputnik News Service,Ukraine_majority,10.0,0.9090909090909091,Sputnik News Service,Peaceful_protest_majority,8.0,0.7272727272727273
2676,2 December News,,,,,,,,
2677,Virginian-Pilot,Virginian-Pilot,United_States_majority,7.0,1.0,Virginian-Pilot,Peaceful_protest_majority,5.0,0.7142857142857143
2678,Mercury (Pottstown),Mercury (Pottstown),United_States_majority,3.0,1.0,,,,
2679,Rising Nepal,Rising Nepal,Nepal_majority,11.0,1.0,,,,
2680,Metro UK,,,,,,,,
2681,inews (United Kingdom),,,,,,,,
2682,ABC25,ABC25,United_States_majority,3.0,1.0,,,,
2683,KSLA News 12,,,,,,,,
2684,News-Press,,,,,,,,
2685,Owensboro Times,,,,,,,,
2686,Pinal Central,Pinal Central,United_States_majority,6.0,1.0,Pinal Central,Peaceful_protest_majority,6.0,1.0
2687,Triplicate,,,,,,,,
2688,Radio One,,,,,,,,
2689,Sunday Times (Mauritius),Sunday Times (Mauritius),Mauritius_majority,3.0,1.0,,,,
2690,Redlands Daily Facts,Redlands Daily Facts,United_States_majority,5.0,1.0,Redlands Daily Facts,Peaceful_protest_majority,4.0,0.8
2691,Talk Station 1230 & 1440,,,,,,,,
2692,WBTV,WBTV,United_States_majority,11.0,1.0,WBTV,Peaceful_protest_majority,10.0,0.9090909090909091
2693,Rwandan Lives Matter,Rwandan Lives Matter,Rwanda_majority,6.0,1.0,Rwandan Lives Matter,Attack_majority,6.0,1.0
2694,Loop News Barbados,Loop News Barbados,Barbados_majority,3.0,1.0,,,,
2695,Isranews Agency,Isranews Agency,Thailand_majority,3.0,1.0,,,,
2696,Ban Muang,Ban Muang,Thailand_majority,3.0,1.0,,,,
2697,TokFM,,,,,,,,
2698,Radio Television Luxembourg (France),Radio Television Luxembourg (France),France_majority,5.0,1.0,Radio Television Luxembourg (France),Peaceful_protest_majority,4.0,0.8
2699,Abruzzo Web,Abruzzo Web,Italy_majority,3.0,1.0,,,,
2700,Bailiwick Express,,,,,,,,
2701,The Malta Independent,The Malta Independent,Malta_majority,3.0,1.0,,,,
2702,DNA Daily News and Analysis,DNA Daily News and Analysis,India_majority,11.0,1.0,,,,
2703,Delaware State News,Delaware State News,United_States_majority,4.0,1.0,,,,
2704,News Journal (Wilmington-DE),News Journal (Wilmington-DE),United_States_majority,10.0,1.0,News Journal (Wilmington-DE),Peaceful_protest_majority,10.0,1.0
2705,6ABC,6ABC,United_States_majority,17.0,1.0,6ABC,Peaceful_protest_majority,17.0,1.0
2706,Texas Scorecard,Texas Scorecard,United_States_majority,3.0,1.0,,,,
2707,WBAP News/Talk 820 AM,,,,,,,,
2708,WMBD,,,,,,,,
2709,Haft Tappeh Sugar Cane Mill Labor Syndicate,Haft Tappeh Sugar Cane Mill Labor Syndicate,Iran_majority,8.0,1.0,Haft Tappeh Sugar Cane Mill Labor Syndicate,Peaceful_protest_majority,8.0,1.0
