,source_singular,country,country_pct,country_total,sub_event_type,sub_event_type_pct,sub_event_type_total
2221,News12 (Norwalk),United_States_majority,1.0,6.0,Peaceful_protest_majority,0.8333333333333334,5.0
2222,Valley News Live,,,,,,
2223,Pakistan Today,,,,,,
2224,La Voce Del NordEst,Italy_majority,1.0,19.0,Peaceful_protest_majority,1.0,19.0
2225,IWJ,Japan_majority,1.0,22.0,Peaceful_protest_majority,0.9090909090909091,20.0
2226,Baylor Lariat,,,,,,
2227,Confederazione Italiana Sindacati Lavoratori,Italy_majority,1.0,20.0,Peaceful_protest_majority,0.95,19.0
2228,Big Island Now,,,,,,
2229,East New York News,,,,,,
2230,Daily Texan,,,,,,
2231,Phoenix New Times,,,,,,
2232,O Democrata,,,,,,
2233,Faro De Vigo,Spain_majority,0.96,24.0,Peaceful_protest_majority,0.96,24.0
2234,24 Horas,,,,,,
2235,Studio Kalangou,,,,,,
2236,Aftonbladet,,,,,,
2237,KPTH Fox44/KMEG14,,,,,,
2238,KCAU9,,,,,,
2239,CBS46,,,,,,
2240,Show me 15,,,,,,
2241,Standard-Examiner,United_States_majority,1.0,6.0,Peaceful_protest_majority,1.0,6.0
2242,WMBB News 13,,,,,,
2243,Glasgow Times,United_Kingdom_majority,1.0,11.0,Peaceful_protest_majority,1.0,11.0
2244,L'Unione Sarda,Italy_majority,1.0,11.0,Peaceful_protest_majority,0.8181818181818182,9.0
2245,Palestine News and Information Agency,,,,,,
2246,Jamaica Observer,,,,,,
2247,Panay News,,,,,,
2248,Planet Siol,Slovenia_majority,1.0,5.0,Peaceful_protest_majority,0.8,4.0
2249,Bethesda Magazine,,,,,,
2250,News Radio 94.3 WSC,,,,,,
2251,KWQC-TV6,,,,,,
2252,Western New York News Now,,,,,,
2253,Radio New Zealand,,,,,,
2254,Dunia Al Watan,,,,,,
2255,Ma'an News Agency,,,,,,
2256,Yucatan a la Mano,Mexico_majority,1.0,51.0,Peaceful_protest_majority,0.9215686274509803,47.0
2257,Butler Eagle,,,,,,
2258,Daily Beacon,,,,,,
2259,Daily Journal (Franklin),,,,,,
2260,Oklahoma Daily,,,,,,
2261,Texas Tribune,,,,,,
2262,Mimi Mefo,,,,,,
2263,Democracy Now!,,,,,,
2264,Ceylon Today,Sri_Lanka_majority,1.0,6.0,Peaceful_protest_majority,0.8333333333333334,5.0
2265,Spectrum News Rochester,,,,,,
2266,KGLO News,,,,,,
2267,KWWL,,,,,,
2268,NBC15,United_States_majority,1.0,7.0,Peaceful_protest_majority,1.0,7.0
2269,Sentinel-Tribune,,,,,,
2270,TV 6 (Marquette),,,,,,
2271,WISN12,United_States_majority,1.0,19.0,Peaceful_protest_majority,0.9473684210526315,18.0
2272,WTAP,,,,,,
2273,Shinfujin,,,,,,
2274,WTHR13,,,,,,
2275,Times (United Kingdom),,,,,,
2276,Channel 5 Belize,,,,,,
2277,San Pedro Sun,,,,,,
2278,Watertown Daily Times,United_States_majority,1.0,8.0,Peaceful_protest_majority,1.0,8.0
2279,Post-Standard,United_States_majority,1.0,6.0,Peaceful_protest_majority,1.0,6.0
2280,Augusta Chronicle,United_States_majority,1.0,6.0,Peaceful_protest_majority,1.0,6.0
2281,KPRC Channel 2,United_States_majority,1.0,5.0,Peaceful_protest_majority,1.0,5.0
2282,Marietta Daily Journal,,,,,,
2283,Maui News,United_States_majority,1.0,5.0,Peaceful_protest_majority,1.0,5.0
2284,WCIA3,United_States_majority,1.0,6.0,Peaceful_protest_majority,1.0,6.0
2285,Evening Express,United_Kingdom_majority,1.0,8.0,Peaceful_protest_majority,0.875,7.0
2286,Le Matin,,,,,,
2287,Yorkshire Evening Post,United_Kingdom_majority,1.0,5.0,Peaceful_protest_majority,1.0,5.0
2288,Daily Pilot,United_States_majority,1.0,7.0,Peaceful_protest_majority,1.0,7.0
2289,Gazzetta Di Modena,Italy_majority,1.0,11.0,Peaceful_protest_majority,1.0,11.0
2290,Tokyo Shimbun,,,,,,
2291,Channel 8 (Lancaster),United_States_majority,1.0,9.0,Peaceful_protest_majority,1.0,9.0
2292,Red & Black,United_States_majority,1.0,17.0,Peaceful_protest_majority,1.0,17.0
2293,Halifax Today,,,,,,
2294,Diario Regional Los Andes,,,,,,
2295,The News,United_Kingdom_majority,1.0,5.0,Peaceful_protest_majority,1.0,5.0
2296,Brunswick News,,,,,,
2297,Crescent-News,,,,,,
2298,Des Moines Register,,,,,,
2299,Grand Forks Herald,,,,,,
2300,KOTA Territory,United_States_majority,1.0,8.0,Peaceful_protest_majority,0.875,7.0
2301,UNITE HERE Local 5,United_States_majority,1.0,6.0,Peaceful_protest_majority,1.0,6.0
2302,Wyofile,,,,,,
2303,El Mundo (El Salvador),El_Salvador_majority,1.0,11.0,Peaceful_protest_majority,0.8181818181818182,9.0
2304,Interpressnews,Georgia_majority,1.0,35.0,Peaceful_protest_majority,1.0,35.0
2305,Arezzo Notizie,,,,,,
2306,News 5 (Cleveland),United_States_majority,1.0,8.0,Peaceful_protest_majority,1.0,8.0
2307,TV7&4,United_States_majority,1.0,8.0,Peaceful_protest_majority,1.0,8.0
2308,KRIS6,,,,,,
2309,Idaho News 6,United_States_majority,1.0,5.0,Peaceful_protest_majority,0.8,4.0
2310,Columbia Missourian,,,,,,
2311,Balochistan Express,,,,,,
2312,Albanian Daily News,Albania_majority,0.9534883720930233,41.0,Peaceful_protest_majority,0.8372093023255814,36.0
2313,Athens Banner-Herald,,,,,,
2314,NorthcentralPA,,,,,,
2315,Portsmouth Herald,,,,,,
2316,Iowa Starting Line,,,,,,
2317,Killeen Daily Herald,,,,,,
2318,Milwaukee Journal Sentinel,United_States_majority,1.0,11.0,Peaceful_protest_majority,0.9090909090909091,10.0
2319,Morning Sun (Alma),,,,,,
2320,BG Falcon News,,,,,,
2321,Charlotte Observer,United_States_majority,1.0,5.0,Peaceful_protest_majority,1.0,5.0
2322,Nove Da Firenze,Italy_majority,1.0,24.0,Peaceful_protest_majority,0.9583333333333334,23.0
2323,Il Mattino Di Padova,Italy_majority,1.0,28.0,Peaceful_protest_majority,1.0,28.0
2324,El Nacional (Venezuela),Venezuela_majority,0.9583333333333334,23.0,Peaceful_protest_majority,0.7083333333333334,17.0
2325,La Nuova Ferrara,,,,,,
2326,Rockdale Citizen,,,,,,
2327,CBS4 (Bloomington/Indianapolis),,,,,,
2328,Fox59 (Indianapolis),,,,,,
2329,WJBF-TV,,,,,,
2330,WDIO,,,,,,
2331,KBJR6,,,,,,
2332,Idaho Dispatch,,,,,,
2333,Cobb County Courier,,,,,,
2334,Daily Camera,,,,,,
2335,Mooresville Tribune,,,,,,
2336,WBAY-TV2,United_States_majority,1.0,6.0,Peaceful_protest_majority,1.0,6.0
2337,SEIU Nevada,,,,,,
2338,Nevada State AFL-CIO,,,,,,
2339,Journal Pioneer,,,,,,
2340,Western People,,,,,,
2341,Il Valore Italiano,Italy_majority,1.0,10.0,Peaceful_protest_majority,0.7,7.0
2342,WENY ABC,,,,,,
2343,Kansan,,,,,,
2344,El Tiempo (Colombia),,,,,,
2345,Net Press (North Macedonia),North_Macedonia_majority,1.0,18.0,Peaceful_protest_majority,1.0,18.0
2346,Bucks Free Press,,,,,,
2347,Cambridge News,,,,,,
2348,Watford Observer,,,,,,
2349,Oswego County Today,,,,,,
2350,ABC36,United_States_majority,1.0,8.0,Peaceful_protest_majority,1.0,8.0
2351,Commonwealth Journal,,,,,,
2352,Fox2 Detroit,,,,,,
2353,Greek Reporter,Greece_majority,1.0,6.0,Peaceful_protest_majority,0.8333333333333334,5.0
2354,KOKH FOX25,,,,,,
2355,Corse Net Infos,,,,,,
2356,El Austral Osorno,Chile_majority,1.0,30.0,Peaceful_protest_majority,0.9,27.0
2357,Gaylord Herald Times,,,,,,
2358,Palladium-Item,,,,,,
2359,WTOV9,,,,,,
2360,Telegram.hr,,,,,,
2361,97.9 The Hill WCHL,,,,,,
2362,Sheridan Press,,,,,,
2363,Merced County Times,,,,,,
2364,8 Columnas,Mexico_majority,1.0,24.0,Peaceful_protest_majority,0.9583333333333334,23.0
2365,Contrapunto,,,,,,
2366,Edinburgh Evening News,,,,,,
2367,Daily Memphian,,,,,,
2368,Evening Tribune,,,,,,
2369,Herald-Dispatch,United_States_majority,1.0,7.0,Peaceful_protest_majority,1.0,7.0
2370,Herald-Palladium,,,,,,
2371,Midland Daily News,,,,,,
2372,Georgia Public Broadcasting,,,,,,
2373,Kaieteur News,,,,,,
2374,Diario De Noticias (Portugal),,,,,,
2375,Sega,Bulgaria_majority,1.0,24.0,Peaceful_protest_majority,0.8333333333333334,20.0
2376,NJ Spotlight,,,,,,
2377,Adirondack Enterprise,,,,,,
2378,Ashland Source,,,,,,
2379,Fox22,United_States_majority,1.0,7.0,Peaceful_protest_majority,1.0,7.0
2380,Olympian,United_States_majority,1.0,7.0,Peaceful_protest_majority,0.8571428571428571,6.0
2381,PNG Today,,,,,,
2382,Zurnal24,,,,,,
2383,Correio Braziliense,Brazil_majority,1.0,71.0,Peaceful_protest_majority,0.9436619718309859,67.0
2384,ES Hoje,Brazil_majority,1.0,19.0,Peaceful_protest_majority,1.0,19.0
2385,O Imparcial,Brazil_majority,1.0,11.0,Peaceful_protest_majority,1.0,11.0
2386,Vozpopuli,,,,,,
2387,IOnline,,,,,,
2388,TSF,Portugal_majority,1.0,9.0,Peaceful_protest_majority,0.8888888888888888,8.0
2389,Tri-County Times (Fenton),,,,,,
2390,Canon City Daily Record,,,,,,
2391,Herald (Sharon),,,,,,
2392,KPBS,United_States_majority,1.0,15.0,Peaceful_protest_majority,0.8666666666666667,13.0
2393,Peninsula Daily News,,,,,,
2394,Post Crescent,,,,,,
2395,Southern Illinoisan,,,,,,
2396,WBIR10,United_States_majority,1.0,7.0,Peaceful_protest_majority,1.0,7.0
2397,WESH2,United_States_majority,1.0,11.0,Peaceful_protest_majority,1.0,11.0
2398,Lex18,United_States_majority,1.0,8.0,Peaceful_protest_majority,1.0,8.0
2399,Island Times,,,,,,
2400,Sahara Reporters,,,,,,
2401,Network Media Group,,,,,,
2402,SEIU Local 509,,,,,,
2403,UNITE HERE Local 26,United_States_majority,1.0,11.0,Peaceful_protest_majority,1.0,11.0
2404,Topeka Capital-Journal,,,,,,
2405,EMTV,,,,,,
2406,NO OLYMPICS 2020,Japan_majority,1.0,17.0,Peaceful_protest_majority,0.9411764705882353,16.0
2407,WGNO,United_States_majority,1.0,7.0,Peaceful_protest_majority,1.0,7.0
2408,Shannon Side,,,,,,
2409,World (Coos Bay),,,,,,
2410,Forest Grove News-Times,,,,,,
2411,King5,United_States_majority,1.0,27.0,Peaceful_protest_majority,0.8888888888888888,24.0
2412,Minot Daily News,,,,,,
2413,Newsday,United_States_majority,0.9,9.0,Peaceful_protest_majority,0.9,9.0
2414,Rapports de Force,,,,,,
2415,Liberation,,,,,,
2416,yam News,,,,,,
2417,Netgazeti.ge,Georgia_majority,1.0,7.0,Peaceful_protest_majority,0.8571428571428571,6.0
2418,KKTV 11,,,,,,
2419,CBS58,United_States_majority,1.0,15.0,Peaceful_protest_majority,0.9333333333333333,14.0
2420,Newsradio KONP,,,,,,
2421,CiberCuba,,,,,,
2422,Daily Nation (Kenya),,,,,,
2423,Oregon Public Broadcasting,,,,,,
2424,Republic World,,,,,,
2425,WBKO13,,,,,,
2426,Rome News-Tribune,,,,,,
2427,Guam Daily Post,,,,,,
2428,Laredo Morning Times,United_States_majority,1.0,6.0,Peaceful_protest_majority,0.8333333333333334,5.0
2429,Dnevnik.si,Slovenia_majority,1.0,10.0,Peaceful_protest_majority,0.9,9.0
2430,Bladi.net,,,,,,
2431,Citi News,,,,,,
2432,Witness,,,,,,
2433,Courier & Press,,,,,,
2434,Hesperia Star,,,,,,
2435,Poughkeepsie Journal,,,,,,
2436,Salem Reporter,,,,,,
2437,WVTM13,,,,,,
2438,Nordjyske,Denmark_majority,1.0,7.0,Peaceful_protest_majority,1.0,7.0
2439,Anderson Independent-Mail,,,,,,
2440,WSAV3,United_States_majority,1.0,7.0,Peaceful_protest_majority,1.0,7.0
2441,Daily Monitor (Uganda),,,,,,
2442,Richmond News,Canada_majority,1.0,12.0,Peaceful_protest_majority,1.0,12.0
2443,Amandala,,,,,,
2444,24 Horas (Chile),,,,,,
2445,Koaci News,,,,,,
2446,RFI,,,,,,
2447,Togo Actualite,,,,,,
2448,Jurnal,Moldova_majority,1.0,19.0,Peaceful_protest_majority,0.8421052631578947,16.0
2449,Prweli Information Agency,Georgia_majority,1.0,8.0,Peaceful_protest_majority,0.875,7.0
2450,India Today,India_majority,1.0,17.0,Peaceful_protest_majority,0.7058823529411765,12.0
2451,WNEM,United_States_majority,1.0,7.0,Peaceful_protest_majority,1.0,7.0
2452,Denver7,United_States_majority,1.0,7.0,Peaceful_protest_majority,1.0,7.0
2453,Daily Independent (Ashland),,,,,,
2454,Honolulu Star-Advertiser,United_States_majority,1.0,14.0,Peaceful_protest_majority,0.9285714285714286,13.0
2455,Mitchell Republic,,,,,,
2456,WLWT 5,,,,,,
2457,Cowichan Valley Citizen,,,,,,
2458,Nelson Star,,,,,,
2459,Kelowna Capital News,,,,,,
2460,Ak Zhaiyk,Kazakhstan_majority,1.0,19.0,Peaceful_protest_majority,0.7894736842105263,15.0
2461,Pueblo Chieftain,,,,,,
2462,Bangor Daily News,United_States_majority,1.0,8.0,Peaceful_protest_majority,1.0,8.0
2463,BK Reader,,,,,,
2464,Fox Carolina,,,,,,
2465,Insider NJ,,,,,,
2466,Loudoun Now,,,,,,
2467,KULR8,,,,,,
2468,HuffPost,,,,,,
2469,Australian Associated Press,,,,,,
2470,myGC,,,,,,
2471,Livorno Today,,,,,,
2472,Nile Post,,,,,,
2473,New Vision (Uganda),,,,,,
2474,Sun (Nigeria),,,,,,
2475,Nova Makedonija,North_Macedonia_majority,1.0,11.0,Peaceful_protest_majority,1.0,11.0
2476,Greenock Telegraph,,,,,,
2477,Mighty 790 KFGO,,,,,,
2478,Aspen Times,,,,,,
2479,CBS11 (Fort Worth-Dallas),United_States_majority,1.0,6.0,Peaceful_protest_majority,1.0,6.0
2480,San Antonio Express-News,United_States_majority,1.0,8.0,Peaceful_protest_majority,1.0,8.0
2481,Venice Gondolier Sun,,,,,,
2482,WICS NewsChannel 20,,,,,,
2483,WOWT NBC Omaha,,,,,,
2484,Parkersburg News and Sentinel,,,,,,
2485,Sicilia 24 ORE,Italy_majority,1.0,11.0,Peaceful_protest_majority,1.0,11.0
2486,Noviny.sk,,,,,,
2487,Kathmandu Post,,,,,,
2488,Sentinel,,,,,,
2489,Solomon Times,,,,,,
2490,Endstation Rechts,,,,,,
2491,The Belfast News Letter,,,,,,
2492,BFM,France_majority,1.0,13.0,Peaceful_protest_majority,0.7692307692307693,10.0
2493,ElNacional,,,,,,
2494,Liberation (France),,,,,,
2495,Hartford Courant,United_States_majority,1.0,21.0,Peaceful_protest_majority,1.0,21.0
2496,Detroit Lakes Tribune,,,,,,
2497,Herald Democrat,,,,,,
2498,Ludington Daily News,,,,,,
2499,News Channel Nebraska,,,,,,
2500,Region 8,,,,,,
2501,WAOW9,United_States_majority,1.0,5.0,Peaceful_protest_majority,1.0,5.0
2502,WTXL ABC27,United_States_majority,1.0,6.0,Peaceful_protest_majority,1.0,6.0
2503,Gazzetta Del Sud,Italy_majority,1.0,9.0,Peaceful_protest_majority,0.8888888888888888,8.0
2504,INSEC,,,,,,
2505,Fox5 Atlanta,United_States_majority,1.0,14.0,Peaceful_protest_majority,0.9285714285714286,13.0
2506,KNWA,United_States_majority,1.0,10.0,Peaceful_protest_majority,1.0,10.0
2507,WCJB TV-20,United_States_majority,1.0,11.0,Peaceful_protest_majority,1.0,11.0
2508,Zona Franca,Mexico_majority,1.0,36.0,Peaceful_protest_majority,0.8888888888888888,32.0
2509,Diario Jornada,Argentina_majority,1.0,24.0,Peaceful_protest_majority,0.9583333333333334,23.0
2510,Myanmar Pressphoto Agency,,,,,,
2511,Huron Daily Tribune,,,,,,
2512,News 9,,,,,,
2513,KHOU11,United_States_majority,1.0,7.0,Peaceful_protest_majority,1.0,7.0
2514,Tallahassee Democrat,United_States_majority,1.0,5.0,Peaceful_protest_majority,1.0,5.0
2515,WICU,United_States_majority,1.0,6.0,Peaceful_protest_majority,1.0,6.0
2516,WSLS10,United_States_majority,1.0,8.0,Peaceful_protest_majority,0.875,7.0
2517,Riodoce,Mexico_majority,1.0,32.0,Peaceful_protest_majority,0.90625,29.0
2518,Mercopress,,,,,,
2519,Formula TV,Georgia_majority,1.0,7.0,Peaceful_protest_majority,1.0,7.0
2520,Bristol Press,,,,,,
2521,KOAT7,United_States_majority,1.0,5.0,Peaceful_protest_majority,1.0,5.0
2522,KOB4,United_States_majority,1.0,18.0,Peaceful_protest_majority,0.8333333333333334,15.0
2523,Hometown Life,United_States_majority,1.0,9.0,Peaceful_protest_majority,1.0,9.0
2524,Dunfermline Press,,,,,,
2525,El Universal Queretaro,,,,,,
2526,WFRV Local 5,United_States_majority,1.0,6.0,Peaceful_protest_majority,1.0,6.0
2527,La Cuarta (Chile),,,,,,
2528,23ABC,,,,,,
2529,WMC5,United_States_majority,1.0,7.0,Peaceful_protest_majority,1.0,7.0
2530,KCEN,United_States_majority,1.0,5.0,Peaceful_protest_majority,1.0,5.0
2531,Bay News 9,United_States_majority,1.0,6.0,Peaceful_protest_majority,1.0,6.0
2532,Panama City News Herald,,,,,,
2533,Times Herald-Record,,,,,,
2534,WOSU,,,,,,
2535,Columbus Dispatch,United_States_majority,1.0,12.0,Peaceful_protest_majority,1.0,12.0
2536,Right Vision News,,,,,,
2537,Deming Headlight,,,,,,
2538,Monett Times,,,,,,
2539,MyEasternShoreMD,United_States_majority,1.0,5.0,Peaceful_protest_majority,1.0,5.0
2540,Palm Beach Post,United_States_majority,1.0,9.0,Peaceful_protest_majority,1.0,9.0
2541,WPBF 25,,,,,,
2542,Live 5 (Charleston),United_States_majority,1.0,12.0,Peaceful_protest_majority,1.0,12.0
2543,Fox6 Milwaukee,United_States_majority,1.0,13.0,Peaceful_protest_majority,0.9230769230769231,12.0
2544,Coshocton Tribune,,,,,,
2545,Fox 47 (Michigan),,,,,,
2546,Greenfield Daily Reporter,,,,,,
2547,Kansas State Collegian,,,,,,
2548,NewsChannel 2,United_States_majority,1.0,9.0,Peaceful_protest_majority,1.0,9.0
2549,Portsmouth Daily Times,,,,,,
2550,WCBD NBC2,,,,,,
2551,Winchester Star,,,,,,
2552,Lost Coast Outpost,,,,,,
2553,40/29,United_States_majority,1.0,5.0,Peaceful_protest_majority,1.0,5.0
2554,Local12,,,,,,
2555,Chunichi Shimbun,Japan_majority,1.0,6.0,Peaceful_protest_majority,1.0,6.0
2556,Mediacongo.net,,,,,,
2557,Namibia Broadcasting,,,,,,
2558,Fort Worth Star-Telegram,,,,,,
2559,Bucks County Courier Times,,,,,,
2560,Green Bay Press- Gazette,,,,,,
2561,KIII-TV3,,,,,,
2562,WHIO,United_States_majority,1.0,5.0,Peaceful_protest_majority,1.0,5.0
2563,News and Star,,,,,,
2564,Attaque,,,,,,
2565,Fairfield Citizen,,,,,,
2566,13WMAZ,United_States_majority,1.0,6.0,Peaceful_protest_majority,1.0,6.0
2567,Brainerd Dispatch,,,,,,
2568,Fox45 (Dayton),United_States_majority,1.0,6.0,Peaceful_protest_majority,1.0,6.0
2569,KION NewsChannel 5/46,United_States_majority,1.0,11.0,Peaceful_protest_majority,0.9090909090909091,10.0
2570,Post-Star,United_States_majority,1.0,9.0,Peaceful_protest_majority,1.0,9.0
2571,WSFA12,,,,,,
2572,Taos News,,,,,,
2573,Atlanta Journal Constitution,United_States_majority,1.0,24.0,Peaceful_protest_majority,0.875,21.0
2574,WNDU Channel 16,United_States_majority,1.0,9.0,Peaceful_protest_majority,1.0,9.0
2575,Dayton Daily News,United_States_majority,1.0,9.0,Peaceful_protest_majority,1.0,9.0
2576,WDTN,United_States_majority,1.0,6.0,Peaceful_protest_majority,1.0,6.0
2577,Bergen Record,United_States_majority,1.0,18.0,Peaceful_protest_majority,0.9444444444444444,17.0
2578,Saint Albans Messenger,,,,,,
2579,Sioux City Journal,,,,,,
2580,Times-Picayune,United_States_majority,1.0,13.0,Peaceful_protest_majority,1.0,13.0
2581,WJCL22,,,,,,
2582,Globes,Israel_majority,1.0,38.0,Peaceful_protest_majority,0.9210526315789473,35.0
2583,Afrique sur 7,,,,,,
2584,Agence de Presse Africaine,,,,,,
2585,Ivoire Times,,,,,,
2586,Akody,,,,,,
2587,Soir Info,,,,,,
2588,Atoo,,,,,,
2589,Abidjan TV,,,,,,
2590,Gorod,,,,,,
2591,State (Columbia),United_States_majority,1.0,5.0,Peaceful_protest_majority,1.0,5.0
2592,BG Daily News,United_States_majority,1.0,9.0,Peaceful_protest_majority,1.0,9.0
2593,Channel 12 (Mesa),,,,,,
2594,Lewiston Morning Tribune,,,,,,
2595,Skagit Valley Herald,United_States_majority,1.0,6.0,Peaceful_protest_majority,1.0,6.0
2596,Shafaaq News,,,,,,
2597,Eleven Media Group,,,,,,
2598,Hawk,India_majority,1.0,12.0,Peaceful_protest_majority,0.8333333333333334,10.0
2599,BDnews24,,,,,,
2600,Journal-News,,,,,,
2601,News 10 (Waco),,,,,,
2602,Community Impact,,,,,,
2603,El Dia (Chile),Chile_majority,1.0,32.0,Peaceful_protest_majority,0.75,24.0
2604,Diario San Rafael,Argentina_majority,1.0,33.0,Peaceful_protest_majority,0.9090909090909091,30.0
2605,Gabon Media Times,,,,,,
2606,Suara Papua,,,,,,
2607,Plus Info,,,,,,
2608,WREX-TV,,,,,,
2609,South Bend Tribune,United_States_majority,1.0,5.0,Peaceful_protest_majority,1.0,5.0
2610,WSBT22,,,,,,
2611,Central Maine,United_States_majority,1.0,16.0,Peaceful_protest_majority,1.0,16.0
2612,Village Soup,,,,,,
2613,Akron Beacon Journal,United_States_majority,1.0,12.0,Peaceful_protest_majority,0.9166666666666666,11.0
2614,Star Local Media,,,,,,
2615,Mo Pays,Mauritius_majority,1.0,9.0,Peaceful_protest_majority,0.7777777777777778,7.0
2616,WMAR2,,,,,,
2617,Echo Live (Ireland),,,,,,
2618,Online Khabar (Nepali),Nepal_majority,1.0,6.0,Peaceful_protest_majority,1.0,6.0
2619,CubaNet,,,,,,
2620,George Herald (South Africa),,,,,,
2621,Sen360,,,,,,
2622,La Prunelle,,,,,,
2623,Kivu Security Tracker,,,,,,
2624,Scottish Sun,,,,,,
2625,Daily Record and Sunday Mail,,,,,,
2626,El Defensor Chieftain,,,,,,
2627,Index-Journal,,,,,,
2628,News 12 Now,,,,,,
2629,Yakima Herald-Republic,United_States_majority,1.0,8.0,Peaceful_protest_majority,1.0,8.0
2630,Loop News Trinidad and Tobago,,,,,,
2631,Spectrum News 1 (Southern California),United_States_majority,1.0,7.0,Peaceful_protest_majority,0.8571428571428571,6.0
2632,Neatkariga Tukuma Zinas,,,,,,
2633,Ventasbalss,,,,,,
2634,La Nueva Espana,Spain_majority,1.0,38.0,Peaceful_protest_majority,0.9473684210526315,36.0
2635,Columbus Alive,,,,,,
2636,Il Sole 24 Ore,,,,,,
2637,Mob Data Thailand,,,,,,
2638,Satakunnan Kansa,,,,,,
2639,Business Journal Daily,,,,,,
2640,Loveland Report-Herald,,,,,,
2641,Greeley Tribune,,,,,,
2642,Oldham Era,,,,,,
2643,Republic (Indiana),,,,,,
2644,State Press,,,,,,
2645,Radio Okapi,,,,,,
2646,NewsTalk 1450 KNSI,,,,,,
2647,11 Alive,United_States_majority,1.0,16.0,Peaceful_protest_majority,0.9375,15.0
2648,Local 4 (Superior),,,,,,
2649,North-West Arkansas Democrat-Gazette,,,,,,
2650,WFAA-TV,,,,,,
2651,Fox21 (Duluth),,,,,,
2652,iNews Guyana,,,,,,
2653,El Diario (Colombia),Colombia_majority,1.0,12.0,Peaceful_protest_majority,0.9166666666666666,11.0
2654,Mediapool,Bulgaria_majority,1.0,24.0,Peaceful_protest_majority,0.8333333333333334,20.0
2655,Coventry Telegraph,United_Kingdom_majority,1.0,6.0,Peaceful_protest_majority,0.8333333333333334,5.0
2656,Nottingham Post,United_Kingdom_majority,1.0,19.0,Peaceful_protest_majority,0.7894736842105263,15.0
2657,Fox11 (Green Bay),,,,,,
2658,NBC 26,,,,,,
2659,FDL Reporter,,,,,,
2660,KIRO Radio,,,,,,
2661,Miami Student,,,,,,
2662,Thai PBS,,,,,,
2663,Klaipedia,,,,,,
2664,Visao,Portugal_majority,1.0,9.0,Peaceful_protest_majority,1.0,9.0
2665,Coloradoan,,,,,,
2666,First Coast News,,,,,,
2667,Fayetteville Observer,,,,,,
2668,Ouachita Citizen,,,,,,
2669,Polk County Itemizer-Observer,,,,,,
2670,WHSV-TV3,United_States_majority,1.0,11.0,Peaceful_protest_majority,0.9090909090909091,10.0
2671,Wisconsin State Journal,,,,,,
2672,Wisconsin Public Radio,,,,,,
2673,Khabar News Agency (Yemen),,,,,,
2674,Sputnik News Service,Ukraine_majority,0.9090909090909091,10.0,Peaceful_protest_majority,0.7272727272727273,8.0
2675,2 December News,,,,,,
2676,Yemen Data Project,,,,,,
2677,Virginian-Pilot,United_States_majority,1.0,7.0,Peaceful_protest_majority,0.7142857142857143,5.0
2678,Mercury (Pottstown),,,,,,
2679,Rising Nepal,,,,,,
2680,Metro UK,,,,,,
2681,inews (United Kingdom),,,,,,
2682,ABC25,,,,,,
2683,KSLA News 12,,,,,,
2684,News-Press,,,,,,
2685,Owensboro Times,,,,,,
2686,Pinal Central,United_States_majority,1.0,6.0,Peaceful_protest_majority,1.0,6.0
2687,Triplicate,,,,,,
2688,Radio One,,,,,,
2689,Sunday Times (Mauritius),,,,,,
2690,Redlands Daily Facts,United_States_majority,1.0,5.0,Peaceful_protest_majority,0.8,4.0
2691,Talk Station 1230 & 1440,,,,,,
2692,WBTV,United_States_majority,1.0,11.0,Peaceful_protest_majority,0.9090909090909091,10.0
2693,Rwandan Lives Matter,Rwanda_majority,1.0,6.0,Attack_majority,1.0,6.0
2694,Loop News Barbados,,,,,,
2695,Isranews Agency,,,,,,
2696,Ban Muang,,,,,,
2697,TokFM,,,,,,
2698,Radio Television Luxembourg (France),France_majority,1.0,5.0,Peaceful_protest_majority,0.8,4.0
2699,Abruzzo Web,,,,,,
2700,Bailiwick Express,,,,,,
2701,The Malta Independent,,,,,,
2702,DNA Daily News and Analysis,,,,,,
2703,6ABC,United_States_majority,1.0,17.0,Peaceful_protest_majority,1.0,17.0
2704,News Journal (Wilmington-DE),United_States_majority,1.0,10.0,Peaceful_protest_majority,1.0,10.0
2705,Delaware State News,,,,,,
2706,WBAP News/Talk 820 AM,,,,,,
2707,Texas Scorecard,,,,,,
2708,WMBD,,,,,,
2709,Haft Tappeh Sugar Cane Mill Labor Syndicate,Iran_majority,1.0,8.0,Peaceful_protest_majority,1.0,8.0
2710,Shan Herald Agency for News,,,,,,
2711,NDTV,,,,,,
2712,WEAR ABC 3,,,,,,
2713,Statesville Record and Landmark,,,,,,
2714,WCNC Charlotte,United_States_majority,1.0,8.0,Peaceful_protest_majority,0.75,6.0
2715,Center-Square,,,,,,
2716,Everything Grade Prairie,,,,,,
2717,Times Caribbean Online,,,,,,
2718,Cas,,,,,,
2719,Gambit,,,,,,
2720,Hanford Sentinel,,,,,,
2721,KATV7,United_States_majority,1.0,11.0,Peaceful_protest_majority,1.0,11.0
2722,Must Read Alaska,,,,,,
2723,News and Tribune,,,,,,
2724,WAFB Channel 9,United_States_majority,1.0,8.0,Peaceful_protest_majority,1.0,8.0
2725,Sanremo News,,,,,,
2726,El Austral Temuco,Chile_majority,1.0,27.0,Peaceful_protest_majority,0.7037037037037037,19.0
2727,Chanarcillo,Chile_majority,1.0,17.0,Peaceful_protest_majority,0.8823529411764706,15.0
